Iite,Isim,Iloss,Ipara,Irun,p2,p3,p4,p5,Igrid
11,27,0.42302751,32.1987262  0.1375     0.35625   69.6159424,267,32.1987262,0.1375,0.35625,69.6159424,185.0-095.0
6,10,0.30478555,53.2151898  0.153125   0.3875    85.8205196,130,53.2151898,0.153125,0.3875,85.8205196,185.0-097.0
8,31,0.2009459,50.7291667  0.203125   0.126015  42.6041667,199,50.7291667,0.203125,0.126015,42.6041667,187.0-091.0
6,31,0.16964444,64.7916667  0.2        0.359375  58.4052808,151,64.7916667,0.2,0.359375,58.4052808,187.0-095.0
5,10,0.28008836,62.7083333  0.203125   0.3609473 74.8024315,106,62.7083333,0.203125,0.3609473,74.8024315,189.0-087.0
8,24,0.36683494,33.6081021  0.128125   0.1183008 20.2179242,192,33.6081021,0.128125,0.1183008,20.2179242,189.0-089.0
16,2,0.47456241,69.9619953  0.2791651  0.18125   89.1145833,362,69.9619953,0.2791651,0.18125,89.1145833,189.0-091.0
16,19,0.3322683,69.8766075  0.2        0.3756445 88.9673068,379,69.8766075,0.2,0.3756445,88.9673068,189.0-093.0
13,6,0.43205983,64.3348616  0.0625     0.3623322 74.5746698,294,64.3348616,0.0625,0.3623322,74.5746698,189.0-095.0
10,17,0.14033058,40.5402073  0.1381115  0.3267101 34.8332726,233,40.5402073,0.1381115,0.3267101,34.8332726,191.0-085.0
12,31,0.19201786,33.969166  0.1375    0.14375  79.393154,295,33.969166,0.1375,0.14375,79.393154,191.0-087.0
11,15,1.1346963,52.7222406  0.002202   0.1003087 94.6840636,255,52.7222406,0.002202,0.1003087,94.6840636,193.0-079.0
11,11,1.2431572,58.06473    0.0013861  0.3605659 66.5240366,251,58.06473,0.0013861,0.3605659,66.5240366,193.0-081.0
15,27,0.048613353,45.5208333  0.13125    0.25      44.7915577,363,45.5208333,0.13125,0.25,44.7915577,193.0-083.0
14,27,0.41924136,68.0139062  0.0096645  0.3698398  8.890792 ,339,68.0139062,0.0096645,0.3698398,8.890792,193.0-085.0
13,31,1.0920536,60.8445379  0.0010265  0.272518  82.2213603,319,60.8445379,0.0010265,0.272518,82.2213603,207.0-057.0
16,13,0.34361715,68.9793463  0.003125   0.25      22.9342098,373,68.9793463,0.003125,0.25,22.9342098,209.0-057.0
15,12,1.8483196,69.9516621  0.003125   0.1304269 55.211221 ,348,69.9516621,0.003125,0.1304269,55.211221,209.0-059.0
12,19,0.43925101,42.6914358  0.0001345  0.3916797 12.7756334,283,42.6914358,0.0001345,0.3916797,12.7756334,211.0-059.0
15,7,1.0208653,60.9071523  0.0015689  0.234375  86.2470746,343,60.9071523,0.0015689,0.234375,86.2470746,211.0-061.0
5,3,0.79680407,67.5959612  0.0125     0.3871771 65.3645833,99,67.5959612,0.0125,0.3871771,65.3645833,213.0-061.0
15,27,0.31156659,62.8251083  0.0000215  0.330817  52.2778255,363,62.8251083,2.15e-05,0.330817,52.2778255,213.0-063.0
6,4,1.1789893,34.2614206  0.0041298  0.131832  76.3266536,124,34.2614206,0.0041298,0.131832,76.3266536,213.0-065.0
8,15,0.17379269,63.5891087  0.0021107  0.3939813 99.7785225,183,63.5891087,0.0021107,0.3939813,99.7785225,213.0-117.0
12,30,1.0958902,68.2243331  0.0094864  0.3744302 16.3797552,294,68.2243331,0.0094864,0.3744302,16.3797552,215.0-067.0
10,31,0.26585111,59.9410395  0.0868785  0.1843573 19.924622 ,247,59.9410395,0.0868785,0.1843573,19.924622,215.0-069.0
15,18,0.33897836,67.9896378  0.078125   0.1880741 36.507102 ,354,67.9896378,0.078125,0.1880741,36.507102,215.0-071.0
16,3,0.07518772,54.1175392  0.2939305  0.396875  97.3993459,363,54.1175392,0.2939305,0.396875,97.3993459,215.0-113.0
16,7,0.20457621,29.6411394  0.2570459  0.3982798 86.1421551,367,29.6411394,0.2570459,0.3982798,86.1421551,215.0-115.0
8,19,0.17698267,48.9433645  0.00033    0.3999333 99.7111471,187,48.9433645,0.00033,0.3999333,99.7111471,215.0-117.0
15,23,0.12616335,21.4358201  0.0110657  0.39664   99.6511584,359,21.4358201,0.0110657,0.39664,99.6511584,215.0-119.0
9,31,0.65854675,35.1520339  0.015625   0.2933539 55.46875  ,223,35.1520339,0.015625,0.2933539,55.46875,217.0-071.0
8,28,0.095604161,41.6666667  0.1        0.136671  59.0131359,196,41.6666667,0.1,0.136671,59.0131359,217.0-073.0
8,7,0.16005436,55.3736154  0.0007696  0.3978875 98.5891326,175,55.3736154,0.0007696,0.3978875,98.5891326,217.0-109.0
7,27,1.3850668,57.643903   0.0033347  0.3991775 99.9644434,171,57.643903,0.0033347,0.3991775,99.9644434,217.0-111.0
16,3,0.60894088,59.9898188  0.0003428  0.3074197 99.9870366,363,59.9898188,0.0003428,0.3074197,99.9870366,217.0-115.0
16,15,0.089194552,54.6444532  0.0000184  0.3840596 99.9608362,375,54.6444532,1.84e-05,0.3840596,99.9608362,217.0-117.0
14,23,0.80687035,54.5726376  0.000026   0.3480023 26.0241875,335,54.5726376,2.6e-05,0.3480023,26.0241875,219.0-073.0
10,18,0.54393276,58.913766   0.0030309  0.1014973 14.3815199,234,58.913766,0.0030309,0.1014973,14.3815199,219.0-079.0
15,21,0.66236682,52.1026774  0.0027151  0.1681001 19.7183582,357,52.1026774,0.0027151,0.1681001,19.7183582,219.0-081.0
12,31,0.5601145,52.5532375  0.0048857  0.3962616 15.3670376,295,52.5532375,0.0048857,0.3962616,15.3670376,219.0-083.0
7,5,0.72627262,57.019317   0.0028778  0.187601  69.3884954,149,57.019317,0.0028778,0.187601,69.3884954,219.0-085.0
9,3,1.419869,46.7523569  0.000924   0.1232682 81.4036825,195,46.7523569,0.000924,0.1232682,81.4036825,219.0-087.0
12,8,0.1260954,50.8685396  0.0005433  0.3833863 69.1728063,272,50.8685396,0.0005433,0.3833863,69.1728063,219.0-105.0
8,3,0.39648385,58.494714   0.0009504  0.3987122 99.9934995,171,58.494714,0.0009504,0.3987122,99.9934995,219.0-107.0
5,27,0.26146911,56.275781   0.0001447  0.2100772 99.4706509,123,56.275781,0.0001447,0.2100772,99.4706509,219.0-109.0
16,11,0.22705385,59.6992558  0.0005296  0.3833671 99.9879407,371,59.6992558,0.0005296,0.3833671,99.9879407,219.0-111.0
16,11,0.2017559,59.3380193  0.0048568  0.3997515 99.9264512,371,59.3380193,0.0048568,0.3997515,99.9264512,219.0-113.0
16,7,0.093687745,20.7631792  0.2221885  0.3909133 92.9556638,367,20.7631792,0.2221885,0.3909133,92.9556638,219.0-115.0
10,23,2.0910229,51.4656893  0.00625    0.246875  72.4227345,239,51.4656893,0.00625,0.246875,72.4227345,221.0-067.0
15,31,0.23116225,58.0751545  0.0000287  0.3166354 96.8501085,367,58.0751545,2.87e-05,0.3166354,96.8501085,221.0-073.0
10,29,0.91261237,59.8617431  0.0010628  0.3988746 79.4277885,245,59.8617431,0.0010628,0.3988746,79.4277885,221.0-075.0
11,11,1.0346776,55.784768   0.0024746  0.3558176 51.2089685,251,55.784768,0.0024746,0.3558176,51.2089685,221.0-077.0
6,31,1.1066705,55.9928404  0.0072655  0.378125  98.9940924,151,55.9928404,0.0072655,0.378125,98.9940924,221.0-079.0
15,10,0.88739115,59.9613275  0.0034885  0.1339321 91.372359 ,346,59.9613275,0.0034885,0.1339321,91.372359,221.0-087.0
5,4,1.4340108,39.2289041  0.021875   0.3501162 34.9581804,100,39.2289041,0.021875,0.3501162,34.9581804,221.0-089.0
16,14,0.45285907,59.996968   0.001514   0.3918557 99.8457427,374,59.996968,0.001514,0.3918557,99.8457427,221.0-105.0
8,23,0.38082786,55.6785065  0.0006887  0.3999814 99.9791682,191,55.6785065,0.0006887,0.3999814,99.9791682,221.0-107.0
8,11,0.382407,59.9998565  0.002104   0.2416904 99.8093844,179,59.9998565,0.002104,0.2416904,99.8093844,221.0-109.0
8,31,0.16987376,59.9887324  0.001211   0.3926309 99.6843498,199,59.9887324,0.001211,0.3926309,99.6843498,221.0-111.0
12,18,1.1708868,45.3387694  0.0062251  0.1000685 89.8352846,282,45.3387694,0.0062251,0.1000685,89.8352846,223.0-067.0
16,10,0.95007441,54.778896   0.003125   0.3622224 83.7920629,370,54.778896,0.003125,0.3622224,83.7920629,223.0-069.0
13,23,0.76092047,57.4592707  0.0004479  0.3951248 35.9858155,311,57.4592707,0.0004479,0.3951248,35.9858155,223.0-073.0
15,19,1.1511218,54.0267415  0.0009775  0.3750556 11.165473 ,355,54.0267415,0.0009775,0.3750556,11.165473,223.0-077.0
16,6,0.21142993,56.0140173  0.0068398  0.3982565 10.2980839,366,56.0140173,0.0068398,0.3982565,10.2980839,223.0-079.0
6,3,1.2432391,43.1204293  0.0019515  0.1492862 65.5703593,123,43.1204293,0.0019515,0.1492862,65.5703593,223.0-089.0
8,23,0.5244121,59.9776759  0.0004274  0.1274219 99.9524419,191,59.9776759,0.0004274,0.1274219,99.9524419,223.0-101.0
16,7,0.67938318,59.5832057   0.0008406   0.3992363 100.       ,367,59.5832057,0.0008406,0.3992363,100,223.0-103.0
11,23,0.45229551,59.0126409  0.0018727  0.3495107 67.5888628,263,59.0126409,0.0018727,0.3495107,67.5888628,223.0-105.0
10,25,0.23831156,57.7906581  0.009375   0.375     89.4202616,241,57.7906581,0.009375,0.375,89.4202616,223.0-107.0
8,5,0.086109655,45.7530172  0.0125     0.290625  46.0119333,173,45.7530172,0.0125,0.290625,46.0119333,225.0-065.0
15,11,0.44189733,49.6751782  0.0016859  0.3044104 46.8496628,347,49.6751782,0.0016859,0.3044104,46.8496628,225.0-069.0
6,26,0.20981051,48.1227623  0.0109982  0.3857039 12.7827744,146,48.1227623,0.0109982,0.3857039,12.7827744,225.0-071.0
14,11,0.10224845,56.4196112  0.003125   0.3772061 15.0379216,323,56.4196112,0.003125,0.3772061,15.0379216,225.0-073.0
16,16,0.63526488,58.4619305  0.0001434  0.3622083 35.2802522,376,58.4619305,0.0001434,0.3622083,35.2802522,225.0-075.0
15,11,0.9568198,55.7403356  0.0017489  0.2263251 18.9264032,347,55.7403356,0.0017489,0.2263251,18.9264032,225.0-077.0
5,7,0.54509387,22.5244556  0.2900361  0.3711789 27.8720387,103,22.5244556,0.2900361,0.3711789,27.8720387,225.0-101.0
16,19,0.056011836,39.5833333  0.0140248  0.3986431 95.6157371,379,39.5833333,0.0140248,0.3986431,95.6157371,227.0-073.0
7,6,0.56351591,56.0878497  0.0103162  0.1346889 81.0733864,150,56.0878497,0.0103162,0.1346889,81.0733864,227.0-075.0
16,2,0.79788654,51.5280978  0.0007834  0.156014  19.0582466,362,51.5280978,0.0007834,0.156014,19.0582466,227.0-077.0
16,15,0.85197286,52.0555203  0.0001346  0.3994343 19.4974798,375,52.0555203,0.0001346,0.3994343,19.4974798,227.0-081.0
10,18,0.61885104,54.3302261  0.021875   0.396875   7.96875  ,234,54.3302261,0.021875,0.396875,7.96875,229.0-073.0
13,14,0.13620216,59.3518263  0.0548182  0.3992058 16.7844294,302,59.3518263,0.0548182,0.3992058,16.7844294,229.0-075.0
12,27,0.51332654,57.3283848  0.0002907  0.1926416  8.0856366,291,57.3283848,0.0002907,0.1926416,8.0856366,229.0-077.0
16,3,1.2224841,50.099869   0.0013227  0.384901  33.4274074,363,50.099869,0.0013227,0.384901,33.4274074,229.0-079.0
9,6,0.15311815,58.2774819  0.0016285  0.2997861 99.600941 ,198,58.2774819,0.0016285,0.2997861,99.600941,229.0-117.0
15,15,0.77644083,55.5380754  0.0003095  0.3995073  8.0598058,351,55.5380754,0.0003095,0.3995073,8.0598058,231.0-075.0
15,7,0.4145212,59.2691885  0.0012405  0.3995893 99.9974499,343,59.2691885,0.0012405,0.3995893,99.9974499,231.0-101.0
8,25,0.46700571,59.9995258  0.0000011  0.391549  99.7170517,193,59.9995258,1.1e-06,0.391549,99.7170517,231.0-115.0
8,15,0.32933642,59.9993622  0.0011672  0.3990245 99.9160184,183,59.9993622,0.0011672,0.3990245,99.9160184,231.0-117.0
10,22,0.53659954,59.6988779  0.003125   0.3890419 91.5458173,238,59.6988779,0.003125,0.3890419,91.5458173,233.0-103.0
10,7,0.29607349,59.7971709  0.0004558  0.1042827 99.7506191,223,59.7971709,0.0004558,0.1042827,99.7506191,233.0-115.0
8,25,0.70160055,62.7002355  0.08125    0.31875   14.5244696,193,62.7002355,0.08125,0.31875,14.5244696,235.0-085.0
16,11,0.50487348,57.7994606  0.0005287  0.387283  98.6810295,371,57.7994606,0.0005287,0.387283,98.6810295,235.0-107.0
6,27,0.80184607,50.7736744  0.0032971  0.1112931 99.0824298,147,50.7736744,0.0032971,0.1112931,99.0824298,235.0-115.0
8,15,0.32488334,59.9909789  0.0000227  0.1023082 99.9963016,183,59.9909789,2.27e-05,0.1023082,99.9963016,235.0-117.0
14,29,0.54956589,41.8694435  0.0288373  0.3877304 19.6347178,341,41.8694435,0.0288373,0.3877304,19.6347178,237.0-069.0
11,10,1.0634331,67.5834111  0.000352   0.3028447 99.996351 ,250,67.5834111,0.000352,0.3028447,99.996351,237.0-115.0
12,8,0.30661208,69.7909192  0.0000527  0.2929973 95.0551331,272,69.7909192,5.27e-05,0.2929973,95.0551331,237.0-117.0
9,11,1.0372954,44.7618433  0.0020584  0.3943343 99.8767163,203,44.7618433,0.0020584,0.3943343,99.8767163,239.0-113.0
16,3,0.51614639,68.6419903  0.0002439  0.3757033 99.9838418,363,68.6419903,0.0002439,0.3757033,99.9838418,239.0-115.0
8,27,1.3937759,69.980845   0.0019092  0.3981618 99.9162979,195,69.980845,0.0019092,0.3981618,99.9162979,241.0-115.0
7,29,1.3820324,63.3330497  0.0005459  0.3129189 90.1749071,173,63.3330497,0.0005459,0.3129189,90.1749071,243.0-115.0
10,12,0.28546773,69.9684943  0.003125   0.132194  99.9936578,228,69.9684943,0.003125,0.132194,99.9936578,245.0-115.0
10,27,0.65874759,56.3142295  0.0009586  0.3805543 99.9565737,243,56.3142295,0.0009586,0.3805543,99.9565737,247.0-113.0
15,23,0.68274021,69.115374   0.0000066  0.1491643 99.8835254,359,69.115374,6.6e-06,0.1491643,99.8835254,247.0-115.0
5,10,0.2056418,67.4896718  0.0064516  0.3294962 98.3521421,106,67.4896718,0.0064516,0.3294962,98.3521421,249.0-111.0
5,15,0.47199034,55.9375     0.03125    0.1096285 66.3541667,111,55.9375,0.03125,0.1096285,66.3541667,249.0-113.0
8,3,0.42714863,56.4088399  0.0001384  0.3734711 99.8912457,171,56.4088399,0.0001384,0.3734711,99.8912457,249.0-115.0
15,15,0.36828184,62.0741234  0.0011013  0.2754362 88.5302185,351,62.0741234,0.0011013,0.2754362,88.5302185,251.0-111.0
15,22,0.60491046,59.4852689  0.0008784  0.3777238 90.2834206,358,59.4852689,0.0008784,0.3777238,90.2834206,251.0-113.0
16,3,0.1061117,67.5512002  0.09375    0.3089954 51.9146868,363,67.5512002,0.09375,0.3089954,51.9146868,253.0-089.0
14,7,0.11080028,41.7198775  0.0389939  0.3411048 30.2214675,319,41.7198775,0.0389939,0.3411048,30.2214675,253.0-095.0
14,1,0.38365008,69.9605064  0.009375   0.1625    61.40625  ,313,69.9605064,0.009375,0.1625,61.40625,253.0-105.0
10,8,0.48826744,69.8349276  0.0175718  0.2782838 67.496941 ,224,69.8349276,0.0175718,0.2782838,67.496941,253.0-107.0
15,11,0.21399392,69.0373122  0.0004804  0.3784305 17.8788605,347,69.0373122,0.0004804,0.3784305,17.8788605,253.0-109.0
12,17,0.096318832,44.3648225  0.075      0.351383  90.2685792,281,44.3648225,0.075,0.351383,90.2685792,253.0-111.0
16,15,0.082034591,59.0748188  0.0105971  0.3481167 19.0505706,375,59.0748188,0.0105971,0.3481167,19.0505706,253.0-113.0
16,14,0.29718881,67.8684123  0.000138   0.2088956 95.7577072,374,67.8684123,0.000138,0.2088956,95.7577072,255.0-101.0
16,17,0.085921729,58.0447237  0.047689   0.3        9.7076895,377,58.0447237,0.047689,0.3,9.7076895,255.0-103.0
16,7,0.55434555,65.2100285  0.000985   0.2223695 16.9308939,367,65.2100285,0.000985,0.2223695,16.9308939,255.0-105.0
10,7,0.19551849,33.4568249  0.025      0.378125  90.9534581,223,33.4568249,0.025,0.378125,90.9534581,257.0-099.0
14,27,0.12308322,62.7042039  0.0398577  0.198713  44.0835591,339,62.7042039,0.0398577,0.198713,44.0835591,257.0-101.0
11,31,0.25252159,54.544471   0.0520638  0.3618765 15.4326726,271,54.544471,0.0520638,0.3618765,15.4326726,259.0-097.0
7,22,0.43987888,46.5625     0.05       0.3798317 94.3846699,166,46.5625,0.05,0.3798317,94.3846699,259.0-099.0
8,22,0.75157324,37.5282443  0.0205431  0.3841811 29.547241 ,190,37.5282443,0.0205431,0.3841811,29.547241,259.0-101.0
14,1,0.068804869,67.2084116  0.1169977  0.3275634 51.1820426,313,67.2084116,0.1169977,0.3275634,51.1820426,261.0-095.0
12,16,0.22781822,35.734211  0.059375  0.384375 55.628809,280,35.734211,0.059375,0.384375,55.628809,261.0-097.0
7,2,0.13549644,32.4582374  0.0220703  0.296875   5.0156403,146,32.4582374,0.0220703,0.296875,5.0156403,261.0-099.0
5,1,0.21255008,58.4350449  0.0544738  0.3439438 62.0029073,97,58.4350449,0.0544738,0.3439438,62.0029073,261.0-105.0
10,3,0.043899713,36.7900237  0.046875   0.3739124 72.9456377,219,36.7900237,0.046875,0.3739124,72.9456377,261.0-107.0
12,18,0.28489782,67.3082283  0.1332648  0.3403034 71.9675328,282,67.3082283,0.1332648,0.3403034,71.9675328,263.0-107.0
13,19,0.067517777,42.0672535  0.0640054  0.2263501 16.6062011,307,42.0672535,0.0640054,0.2263501,16.6062011,267.0-109.0
7,5,0.50008491,69.2657606  0.1528028  0.2807736 61.7575538,149,69.2657606,0.1528028,0.2807736,61.7575538,267.0-111.0
12,27,0.68764683,64.0354882  0.0006253  0.2880311 20.3690586,291,64.0354882,0.0006253,0.2880311,20.3690586,267.0-113.0
8,3,0.40602094,38.75       0.0375     0.3938959 17.4375589,171,38.75,0.0375,0.3938959,17.4375589,269.0-111.0
10,6,0.75684582,69.3841169  0.05625    0.1128113 54.5632543,222,69.3841169,0.05625,0.1128113,54.5632543,269.0-113.0
15,31,0.36951812,66.6882698  0.0351998  0.3318761 27.461541 ,367,66.6882698,0.0351998,0.3318761,27.461541,271.0-111.0
10,31,0.17943777,69.9622199  0.0590514  0.1841448 32.912121 ,247,69.9622199,0.0590514,0.1841448,32.912121,271.0-113.0
16,16,0.34199818,58.6807482  0.1975868  0.3143239 92.7283627,376,58.6807482,0.1975868,0.3143239,92.7283627,273.0-097.0
11,31,0.31497141,63.857938   0.1847841  0.2531631 85.493785 ,271,63.857938,0.1847841,0.2531631,85.493785,273.0-101.0
7,31,0.3210813,61.6917267  0.1731285  0.1586942 85.1389893,175,61.6917267,0.1731285,0.1586942,85.1389893,273.0-103.0
16,15,0.047749226,30.2100058  0.078322   0.266621  27.5208444,375,30.2100058,0.078322,0.266621,27.5208444,273.0-109.0
13,27,0.11028472,45.9676443  0.0128688  0.1061484  9.9729904,315,45.9676443,0.0128688,0.1061484,9.9729904,273.0-111.0
4,0,0.67435754,69.8970267  0.1895591  0.2869813 58.1065066,72,69.8970267,0.1895591,0.2869813,58.1065066,275.0-093.0
8,20,0.052497837,56.6605298  0.2        0.39375   46.8422728,188,56.6605298,0.2,0.39375,46.8422728,275.0-105.0
9,10,0.34429413,56.4363525  0.2553881  0.3045553 79.4306068,202,56.4363525,0.2553881,0.3045553,79.4306068,275.0-107.0
13,23,0.042815387,36.8347214  0.1281412  0.3880471 28.2511507,311,36.8347214,0.1281412,0.3880471,28.2511507,275.0-109.0
15,6,0.4757342,60.9403617  0.2        0.396056  88.4850799,342,60.9403617,0.2,0.396056,88.4850799,277.0-091.0
16,17,0.37816404,61.5542706  0.2351866  0.3563055 88.573375 ,377,61.5542706,0.2351866,0.3563055,88.573375,277.0-093.0
8,31,0.23251065,28.8541667  0.0852569  0.315625  97.03125  ,199,28.8541667,0.0852569,0.315625,97.03125,277.0-095.0
16,19,0.18292284,61.6202107  0.1567667  0.1019099 10.1005891,379,61.6202107,0.1567667,0.1019099,10.1005891,277.0-105.0
14,20,0.22424541,66.1083627  0.033132   0.3740315  9.729527 ,332,66.1083627,0.033132,0.3740315,9.729527,277.0-107.0
11,31,0.83083378,67.9086834  0.1936849  0.3743907 99.2974274,271,67.9086834,0.1936849,0.3743907,99.2974274,279.0-087.0
4,5,0.79762918,62.3418482  0.2113837  0.204137  67.449764 ,77,62.3418482,0.2113837,0.204137,67.449764,279.0-089.0
16,5,0.58249365,62.3555353  0.2482289  0.397536  93.3929377,365,62.3555353,0.2482289,0.397536,93.3929377,279.0-091.0
8,26,0.33334668,54.7393788  0.2966908  0.3779848 99.8194003,194,54.7393788,0.2966908,0.3779848,99.8194003,279.0-093.0
4,14,0.24941027,69.465328   0.279635   0.2996437 95.1490172,86,69.465328,0.279635,0.2996437,95.1490172,279.0-095.0
15,4,0.47683325,69.6048022  0.25625    0.265625  99.9478706,340,69.6048022,0.25625,0.265625,99.9478706,279.0-097.0
8,30,2.007499,62.734781   0.2484698  0.1041981 72.00297  ,198,62.734781,0.2484698,0.1041981,72.00297,279.0-099.0
10,7,0.85214065,69.4420591  0.2890359  0.3448638 40.3154465,223,69.4420591,0.2890359,0.3448638,40.3154465,279.0-101.0
16,14,0.094791138,68.2739714  0.2806682  0.3696818 87.9381433,374,68.2739714,0.2806682,0.3696818,87.9381433,279.0-103.0
6,22,0.25072918,45.         0.184375   0.1738321 21.4077398,142,45,0.184375,0.1738321,21.4077398,279.0-105.0
16,18,0.73062832,59.7027399  0.2125     0.378883  94.3281754,378,59.7027399,0.2125,0.378883,94.3281754,281.0-087.0
12,14,0.4039998,53.6748707  0.18125    0.3262492 99.0128873,278,53.6748707,0.18125,0.3262492,99.0128873,281.0-089.0
16,11,0.28399471,54.1012139  0.1426383  0.1098629 98.2526132,371,54.1012139,0.1426383,0.1098629,98.2526132,281.0-091.0
16,4,0.51682877,64.0207273  0.294348   0.3769184 97.5458708,364,64.0207273,0.294348,0.3769184,97.5458708,281.0-093.0
15,31,2.4178405,65.2558     0.0043161  0.390625   9.39094  ,367,65.2558,0.0043161,0.390625,9.39094,281.0-095.0
9,28,0.80685698,66.3234017  0.2628573  0.1481774 42.328729 ,220,66.3234017,0.2628573,0.1481774,42.328729,281.0-097.0
12,17,0.81733901,69.1075776  0.2367608  0.2527481 22.8007194,281,69.1075776,0.2367608,0.2527481,22.8007194,281.0-099.0
9,24,0.42072733,65.4799575  0.039756   0.3613176 73.1588682,216,65.4799575,0.039756,0.3613176,73.1588682,281.0-103.0
15,21,0.76182266,67.9166667  0.20625    0.146875  95.0419343,357,67.9166667,0.20625,0.146875,95.0419343,283.0-085.0
12,15,1.2220458,20.7713144  0.040625   0.1959351 89.2164611,279,20.7713144,0.040625,0.1959351,89.2164611,283.0-089.0
15,6,1.0382407,69.8705653  0.2920155  0.1550768 99.9994396,342,69.8705653,0.2920155,0.1550768,99.9994396,283.0-091.0
13,26,0.55008016,58.7184956  0.3        0.3288507 99.9796273,314,58.7184956,0.3,0.3288507,99.9796273,283.0-093.0
16,6,0.53251549,20.0180641  0.034375   0.35625   31.417292 ,366,20.0180641,0.034375,0.35625,31.417292,283.0-095.0
5,18,0.5531059,50.3140721  0.1943862  0.1095028 79.3387127,114,50.3140721,0.1943862,0.1095028,79.3387127,283.0-097.0
12,14,0.41861184,61.1275735  0.26875    0.146875  88.4618244,278,61.1275735,0.26875,0.146875,88.4618244,283.0-101.0
14,10,0.77902189,28.3333333  0.075      0.15      87.2249966,322,28.3333333,0.075,0.15,87.2249966,283.0-103.0
16,9,0.43630836,69.3296924  0.165625   0.1058783 60.9587592,369,69.3296924,0.165625,0.1058783,60.9587592,285.0-083.0
8,4,0.80446954,47.8689904  0.1597675  0.3585507 66.6658118,172,47.8689904,0.1597675,0.3585507,66.6658118,285.0-085.0
5,22,1.5427564,67.042828   0.240625   0.384375  26.3351749,118,67.042828,0.240625,0.384375,26.3351749,285.0-087.0
16,5,1.1900718,20.0997957  0.021875   0.353125  70.4714277,365,20.0997957,0.021875,0.353125,70.4714277,285.0-089.0
12,11,0.39385247,67.4454603  0.2602059  0.3528938 96.754587 ,275,67.4454603,0.2602059,0.3528938,96.754587,285.0-091.0
11,2,1.087246,69.9921734  0.1608497  0.390625  10.833964 ,242,69.9921734,0.1608497,0.390625,10.833964,285.0-099.0
7,27,0.21501313,23.125      0.053125   0.1174158 84.715855 ,171,23.125,0.053125,0.1174158,84.715855,285.0-101.0
16,14,0.065631035,25.7291667  0.034375   0.3693333 90.0454973,374,25.7291667,0.034375,0.3693333,90.0454973,285.0-109.0
15,13,0.32203473,68.7240558  0.24375    0.1217659 32.7036589,349,68.7240558,0.24375,0.1217659,32.7036589,287.0-083.0
6,11,0.45471975,29.7493406  0.0725991  0.4        8.878549 ,131,29.7493406,0.0725991,0.4,8.878549,287.0-085.0
8,23,0.67832258,64.091924   0.290625   0.1368558 78.9852854,191,64.091924,0.290625,0.1368558,78.9852854,287.0-087.0
16,18,0.50861791,28.0440111  0.0668781  0.2538526 42.7646436,378,28.0440111,0.0668781,0.2538526,42.7646436,287.0-093.0
13,8,0.9817979,67.2411502  0.1518446  0.3916905 63.7463701,296,67.2411502,0.1518446,0.3916905,63.7463701,287.0-099.0
9,7,0.90358959,20.0976429  0.0126433  0.3782889 99.9921861,199,20.0976429,0.0126433,0.3782889,99.9921861,287.0-101.0
9,10,0.48215608,64.4586114  0.190625   0.1085868 86.5110056,202,64.4586114,0.190625,0.1085868,86.5110056,287.0-107.0
16,18,0.88006141,25.3337569  0.01875    0.3690725 76.4726914,378,25.3337569,0.01875,0.3690725,76.4726914,287.0-109.0
15,14,0.7738737,31.0220665  0.004524   0.1064728 88.0752109,350,31.0220665,0.004524,0.1064728,88.0752109,287.0-111.0
12,20,0.27500801,60.3070003  0.242952   0.3176379 33.0547475,284,60.3070003,0.242952,0.3176379,33.0547475,289.0-083.0
10,3,0.78483848,64.8937938  0.259375   0.1059887 87.0152791,219,64.8937938,0.259375,0.1059887,87.0152791,289.0-087.0
14,29,0.66053685,68.9583333  0.29375    0.315625  96.0416667,341,68.9583333,0.29375,0.315625,96.0416667,289.0-089.0
12,13,0.84000443,43.9583333  0.2125     0.265625  56.4583333,277,43.9583333,0.2125,0.265625,56.4583333,289.0-091.0
14,28,0.65755404,69.1407494  0.2464924  0.3615179 68.7342677,340,69.1407494,0.2464924,0.3615179,68.7342677,289.0-093.0
10,9,0.69851766,68.3356821  0.246875   0.4       97.7397473,225,68.3356821,0.246875,0.4,97.7397473,289.0-095.0
14,14,0.12677512,21.5625     0.021338   0.384375  56.2029732,326,21.5625,0.021338,0.384375,56.2029732,289.0-101.0
15,5,0.16756199,21.4230445  0.0265536  0.3856459 27.5705036,341,21.4230445,0.0265536,0.3856459,27.5705036,289.0-103.0
6,23,0.1297262,26.0326369  0.0190226  0.2328027 99.9510371,143,26.0326369,0.0190226,0.2328027,99.9510371,289.0-105.0
5,23,1.1578699,62.3434548  0.18125    0.1084308 29.7395833,119,62.3434548,0.18125,0.1084308,29.7395833,289.0-109.0
11,30,0.77912492,44.226463   0.125281   0.128125  92.1063682,270,44.226463,0.125281,0.128125,92.1063682,289.0-111.0
12,2,0.33780309,46.9653145  0.171875   0.11875   54.4726859,266,46.9653145,0.171875,0.11875,54.4726859,291.0-083.0
16,7,0.76662478,24.6939299  0.057884   0.321875  61.7396271,367,24.6939299,0.057884,0.321875,61.7396271,291.0-087.0
16,15,0.34824721,51.1205787  0.2674074  0.143576  86.378215 ,375,51.1205787,0.2674074,0.143576,86.378215,291.0-089.0
15,19,0.16093887,52.9447604  0.2047206  0.28125   99.9976866,355,52.9447604,0.2047206,0.28125,99.9976866,291.0-091.0
