Iite,Isim,Iloss,Ipara,Irun,p2,p3,p4,p5,Igrid
8,11,0.56987751,67.5872792  0.2942527  0.3993326 99.9723713,179,67.5872792,0.2942527,0.3993326,99.9723713,291.0-093.0
14,14,1.0911402,38.7288931  0.028125   0.2708159 13.90625  ,326,38.7288931,0.028125,0.2708159,13.90625,291.0-109.0
16,18,0.48728906,66.9726256  0.2248124  0.2989553 17.7465842,378,66.9726256,0.2248124,0.2989553,17.7465842,291.0-111.0
16,14,0.73690808,53.3333333  0.00625    0.1334075 83.1770833,374,53.3333333,0.00625,0.1334075,83.1770833,293.0-063.0
6,9,0.58749777,41.2453245  0.0056833  0.1358161 99.9921921,129,41.2453245,0.0056833,0.1358161,99.9921921,293.0-065.0
14,21,0.26881057,63.3892797  0.0721085  0.2092611  9.7879477,333,63.3892797,0.0721085,0.2092611,9.7879477,293.0-081.0
9,23,0.37344005,64.4604414  0.21875    0.390625  12.9166667,215,64.4604414,0.21875,0.390625,12.9166667,293.0-083.0
7,13,0.095510096,68.9583333  0.221875   0.325     83.2480537,157,68.9583333,0.221875,0.325,83.2480537,293.0-085.0
14,24,0.92615809,26.8746542  0.0989261  0.3081193 91.5925886,336,26.8746542,0.0989261,0.3081193,91.5925886,293.0-087.0
13,17,0.87424821,29.375     0.096875  0.15625  97.03125 ,305,29.375,0.096875,0.15625,97.03125,293.0-093.0
5,10,0.13279385,25.7291667  0.021875   0.2156465 61.7537282,106,25.7291667,0.021875,0.2156465,61.7537282,293.0-111.0
12,18,2.0845728,48.8397756  0.0012662  0.3881584 86.8623911,282,48.8397756,0.0012662,0.3881584,86.8623911,293.0-113.0
5,23,0.92832967,65.9950685  0.0031325  0.1078643 88.8628806,119,65.9950685,0.0031325,0.1078643,88.8628806,295.0-061.0
16,11,0.60541491,53.2427564  0.0034581  0.1554813 92.4088022,371,53.2427564,0.0034581,0.1554813,92.4088022,295.0-067.0
13,31,0.51849934,66.7734816  0.01317    0.1364522 99.687591 ,319,66.7734816,0.01317,0.1364522,99.687591,295.0-069.0
16,11,0.62080868,67.4570689  0.0120343  0.3837812 26.2236375,371,67.4570689,0.0120343,0.3837812,26.2236375,295.0-081.0
6,27,0.16570196,51.25       0.1375     0.36875   96.8872228,147,51.25,0.1375,0.36875,96.8872228,295.0-083.0
8,19,0.12085702,67.7201419  0.2467313  0.3997596 99.8765431,187,67.7201419,0.2467313,0.3997596,99.8765431,295.0-085.0
14,9,0.74833081,48.6458333  0.240625   0.3946039 32.8012271,321,48.6458333,0.240625,0.3946039,32.8012271,295.0-087.0
14,14,0.71211604,43.4260922  0.2224585  0.1003626 65.9332571,326,43.4260922,0.2224585,0.1003626,65.9332571,295.0-095.0
17,3,0.8010321,26.3123418  0.0023221  0.31875    5.9895833,387,26.3123418,0.0023221,0.31875,5.9895833,295.0-113.0
5,22,0.62432012,60.625       0.0061689   0.3623064 100.       ,118,60.625,0.0061689,0.3623064,100,297.0-069.0
13,20,0.1989602,54.7540451  0.1751633  0.3422289 94.9878096,308,54.7540451,0.1751633,0.3422289,94.9878096,297.0-081.0
7,23,0.54457553,69.392078   0.2414374  0.2170751 86.0069774,167,69.392078,0.2414374,0.2170751,86.0069774,297.0-085.0
16,17,0.86203849,23.125      0.038005   0.3469085 98.2435541,377,23.125,0.038005,0.3469085,98.2435541,297.0-087.0
8,28,0.63792728,35.419853   0.115625   0.3345698 62.067624 ,196,35.419853,0.115625,0.3345698,62.067624,297.0-089.0
13,11,0.76774492,69.7869178  0.2717049  0.3780148 99.5931598,299,69.7869178,0.2717049,0.3780148,99.5931598,297.0-091.0
13,5,0.73850556,54.8122093  0.29375    0.2167594 98.1648212,293,54.8122093,0.29375,0.2167594,98.1648212,297.0-093.0
13,11,1.2146949,26.25       0.1125     0.35625   50.5208333,299,26.25,0.1125,0.35625,50.5208333,297.0-095.0
14,22,0.92797525,52.7105947  0.2762855  0.3841623 59.1063111,334,52.7105947,0.2762855,0.3841623,59.1063111,297.0-097.0
14,20,0.080492938,61.0600216  0.2125     0.346875  71.1443183,332,61.0600216,0.2125,0.346875,71.1443183,297.0-099.0
13,5,0.41467673,36.8645157  0.0625     0.1875    11.0171507,293,36.8645157,0.0625,0.1875,11.0171507,297.0-113.0
16,14,0.083833703,47.8279958  0.121875   0.2968709 12.9166667,374,47.8279958,0.121875,0.2968709,12.9166667,297.0-115.0
8,15,0.70944019,66.3541667  0.0189221  0.3701841 94.1652765,183,66.3541667,0.0189221,0.3701841,94.1652765,299.0-069.0
14,27,0.63081231,48.6379025  0.0025325  0.3809611 98.3836571,339,48.6379025,0.0025325,0.3809611,98.3836571,299.0-071.0
14,26,0.27133716,27.8125     0.01875    0.3325302 24.3286307,338,27.8125,0.01875,0.3325302,24.3286307,299.0-081.0
14,30,0.43276813,20.5208333  0.0168843  0.3711423 36.3329632,342,20.5208333,0.0168843,0.3711423,36.3329632,299.0-085.0
10,0,0.38862314,69.9237244  0.2565323  0.2825338 47.7075286,216,69.9237244,0.2565323,0.2825338,47.7075286,299.0-087.0
15,6,0.37668786,26.0133254  0.0523013  0.280549  53.6472969,342,26.0133254,0.0523013,0.280549,53.6472969,299.0-089.0
16,13,0.5893863,69.8152408  0.2617404  0.247058  66.1237577,373,69.8152408,0.2617404,0.247058,66.1237577,299.0-091.0
7,7,1.0416742,59.0333347  0.2401873  0.1885429  7.5531453,151,59.0333347,0.2401873,0.1885429,7.5531453,299.0-095.0
15,29,0.28965765,56.8105239  0.1968161  0.354729  95.4300641,365,56.8105239,0.1968161,0.354729,95.4300641,299.0-099.0
16,14,0.3725333,60.2768704  0.1        0.2989107 90.0922611,374,60.2768704,0.1,0.2989107,90.0922611,299.0-101.0
6,27,0.82184604,21.0416667  0.0125     0.3977318 96.6654385,147,21.0416667,0.0125,0.3977318,96.6654385,299.0-103.0
11,18,0.12872099,33.8818431  0.084375   0.321875  74.8538409,258,33.8818431,0.084375,0.321875,74.8538409,299.0-105.0
15,10,0.29390807,48.2420057  0.047865   0.3970551 21.5965225,346,48.2420057,0.047865,0.3970551,21.5965225,299.0-107.0
9,13,0.11349358,20.6385676  0.028125   0.2051506 63.1640717,205,20.6385676,0.028125,0.2051506,63.1640717,299.0-115.0
11,3,0.076585551,22.6064151  0.0173535  0.3414681 12.5372792,243,22.6064151,0.0173535,0.3414681,12.5372792,299.0-117.0
6,15,0.75465116,47.8321657  0.0009519  0.3924813 83.2908772,135,47.8321657,0.0009519,0.3924813,83.2908772,301.0-071.0
15,20,0.19076735,65.3780643  0.03125    0.3036065 14.5940999,356,65.3780643,0.03125,0.3036065,14.5940999,301.0-079.0
13,21,0.21179355,65.6826198  0.1207785  0.1159043 88.5512326,309,65.6826198,0.1207785,0.1159043,88.5512326,301.0-081.0
13,30,0.46893691,68.9672502  0.2462866  0.3364954 97.0314952,318,68.9672502,0.2462866,0.3364954,97.0314952,301.0-083.0
16,19,0.12926258,46.5625     0.171875   0.3831178 80.2083333,379,46.5625,0.171875,0.3831178,80.2083333,301.0-085.0
12,18,0.32614866,25.2083333  0.08125    0.3458415 90.1331236,282,25.2083333,0.08125,0.3458415,90.1331236,301.0-087.0
12,9,0.65534516,25.2083333  0.05       0.296875  43.59375  ,273,25.2083333,0.05,0.296875,43.59375,301.0-089.0
9,25,0.50383946,25.0576677  0.0414188  0.1028272 89.6245715,217,25.0576677,0.0414188,0.1028272,89.6245715,301.0-091.0
16,6,0.6686806,69.8103622  0.2214427  0.2682091 87.023039 ,366,69.8103622,0.2214427,0.2682091,87.023039,301.0-095.0
16,9,0.45358958,30.0840323  0.096875   0.3719824 46.8371728,369,30.0840323,0.096875,0.3719824,46.8371728,301.0-097.0
14,17,0.085356747,66.3471874  0.215625   0.38125   87.3157354,329,66.3471874,0.215625,0.38125,87.3157354,301.0-101.0
7,5,0.81075471,69.8534208  0.2680384  0.390625  95.875651 ,149,69.8534208,0.2680384,0.390625,95.875651,301.0-103.0
8,23,0.58244131,59.5833333  0.2        0.1538923 11.9270833,191,59.5833333,0.2,0.1538923,11.9270833,301.0-105.0
5,5,0.27267546,30.4166667  0.059375   0.39375   86.7368777,101,30.4166667,0.059375,0.39375,86.7368777,301.0-107.0
15,6,0.42299347,69.792482   0.196875   0.1883609 91.9827116,342,69.792482,0.196875,0.1883609,91.9827116,301.0-109.0
9,31,0.52626061,25.0700633  0.003125   0.1066084 59.9073285,223,25.0700633,0.003125,0.1066084,59.9073285,301.0-113.0
15,25,0.21252152,29.1364146  0.021875   0.190625   7.5997942,361,29.1364146,0.021875,0.190625,7.5997942,301.0-115.0
16,14,0.068762485,23.1373392  0.0101364  0.15625    5.0426532,374,23.1373392,0.0101364,0.15625,5.0426532,301.0-117.0
15,21,0.18780095,53.0924244  0.1304374  0.28125   45.6577768,357,53.0924244,0.1304374,0.28125,45.6577768,301.0-119.0
15,9,0.51429197,61.2638199  0.029901   0.3304121 96.0212784,345,61.2638199,0.029901,0.3304121,96.0212784,303.0-071.0
12,23,0.26770539,66.4271323  0.0000532  0.3835234 98.3738618,287,66.4271323,5.32e-05,0.3835234,98.3738618,303.0-073.0
6,6,0.17062036,46.76538    0.0138891  0.35625    6.1090652,126,46.76538,0.0138891,0.35625,6.1090652,303.0-079.0
12,15,0.04748229,68.767685   0.1090482  0.253195  34.6962529,279,68.767685,0.1090482,0.253195,34.6962529,303.0-081.0
11,18,0.44455354,20.5760543  0.003125   0.3849556 63.5675581,258,20.5760543,0.003125,0.3849556,63.5675581,303.0-085.0
12,19,0.94592316,53.0042024  0.2        0.1426275 88.3544032,283,53.0042024,0.2,0.1426275,88.3544032,303.0-087.0
10,29,0.27485086,66.3099624  0.2697391  0.3968161 88.944802 ,245,66.3099624,0.2697391,0.3968161,88.944802,303.0-089.0
11,7,0.39271247,57.5        0.228125   0.115625  83.1770833,247,57.5,0.228125,0.115625,83.1770833,303.0-091.0
15,15,0.26473519,66.3816025  0.291739   0.3887463 97.239658 ,351,66.3816025,0.291739,0.3887463,97.239658,303.0-097.0
8,30,0.43207198,58.5416667  0.2375     0.3402008 46.2378377,198,58.5416667,0.2375,0.3402008,46.2378377,303.0-099.0
8,4,0.75321641,23.5349529  0.0477572  0.2       83.818031 ,172,23.5349529,0.0477572,0.2,83.818031,303.0-101.0
10,1,0.36111372,69.0225651  0.2602799  0.3502211 99.9985172,217,69.0225651,0.2602799,0.3502211,99.9985172,303.0-103.0
15,7,0.63724124,56.7133229  0.1375     0.3413382 65.7933607,343,56.7133229,0.1375,0.3413382,65.7933607,303.0-105.0
9,19,0.33323222,65.9177722  0.1321377  0.2774216 82.7002614,211,65.9177722,0.1321377,0.2774216,82.7002614,303.0-107.0
5,26,0.47209719,59.0625     0.090625   0.2071386 77.4998927,122,59.0625,0.090625,0.2071386,77.4998927,303.0-109.0
13,9,0.38236914,62.1898311  0.0376519  0.3865924 13.7471043,297,62.1898311,0.0376519,0.3865924,13.7471043,303.0-115.0
16,11,0.44651963,65.1040943  0.0003697  0.3274449 99.0729891,371,65.1040943,0.0003697,0.3274449,99.0729891,305.0-073.0
5,26,0.33055663,69.5140374  0.0004684  0.217784  85.1581332,122,69.5140374,0.0004684,0.217784,85.1581332,305.0-075.0
12,23,0.39925469,63.6052369  0.0002092  0.3925751  6.7014309,287,63.6052369,0.0002092,0.3925751,6.7014309,305.0-079.0
14,23,0.47854887,69.6575353  0.0823569  0.396875  11.8026273,335,69.6575353,0.0823569,0.396875,11.8026273,305.0-081.0
9,7,0.28568121,51.4241451  0.1262328  0.3790811 45.3767937,199,51.4241451,0.1262328,0.3790811,45.3767937,305.0-083.0
9,23,0.66281189,49.1666667  0.178125   0.328125  66.1436392,215,49.1666667,0.178125,0.328125,66.1436392,305.0-087.0
14,13,0.35859076,56.4583333  0.228125   0.209375  74.2234024,325,56.4583333,0.228125,0.209375,74.2234024,305.0-089.0
14,12,0.75525169,22.9466423  0.003125   0.1875    15.4371105,324,22.9466423,0.003125,0.1875,15.4371105,305.0-091.0
13,20,0.57502364,58.2666958  0.203125   0.1753369 85.8189937,308,58.2666958,0.203125,0.1753369,85.8189937,305.0-093.0
9,30,0.13732976,57.8631635  0.28125    0.2003506 98.4290933,222,57.8631635,0.28125,0.2003506,98.4290933,305.0-097.0
16,19,0.74276592,69.791748   0.2592589  0.3857065 96.9290591,379,69.791748,0.2592589,0.3857065,96.9290591,305.0-099.0
9,23,1.6336381,69.2344236  0.1075826  0.2117805 21.9606714,215,69.2344236,0.1075826,0.2117805,21.9606714,305.0-101.0
8,30,0.47448089,69.2371937  0.159375   0.2379186 53.3409957,198,69.2371937,0.159375,0.2379186,53.3409957,305.0-103.0
10,15,0.31805966,61.6213151  0.09375    0.121875  54.1057995,231,61.6213151,0.09375,0.121875,54.1057995,305.0-115.0
15,25,0.043954857,60.6124396  0.0289764  0.3815253 84.7136827,361,60.6124396,0.0289764,0.3815253,84.7136827,307.0-075.0
7,14,0.066137466,57.9883656  0.034375   0.31875   81.2853828,158,57.9883656,0.034375,0.31875,81.2853828,307.0-077.0
15,29,0.03191091,68.5683632  0.140625   0.2677078 14.9431877,365,68.5683632,0.140625,0.2677078,14.9431877,307.0-081.0
13,0,0.814019,65.4942238  0.2145481  0.392662  84.4666968,288,65.4942238,0.2145481,0.392662,84.4666968,307.0-087.0
6,30,0.36335611,47.6041667  0.16875    0.16875   47.2774846,150,47.6041667,0.16875,0.16875,47.2774846,307.0-089.0
16,7,0.73311427,22.9521253  0.0295436  0.2418324 69.9079748,367,22.9521253,0.0295436,0.2418324,69.9079748,307.0-091.0
12,28,0.749649,67.3799991  0.2243066  0.3037734 92.2335994,292,67.3799991,0.2243066,0.3037734,92.2335994,307.0-093.0
14,12,0.26108316,64.9802103  0.16875    0.3708255 99.7895093,324,64.9802103,0.16875,0.3708255,99.7895093,307.0-095.0
5,27,1.0387694,69.9552469  0.1510837  0.3968008 96.753894 ,123,69.9552469,0.1510837,0.3968008,96.753894,307.0-097.0
13,13,0.82818294,69.3921932  0.1295925  0.1426858 66.8650649,301,69.3921932,0.1295925,0.1426858,66.8650649,307.0-099.0
11,27,0.72375642,69.8801277  0.003025   0.1362007 12.0113509,267,69.8801277,0.003025,0.1362007,12.0113509,307.0-117.0
11,6,0.06470396,55.6546433  0.0146938  0.371875  41.1104869,246,55.6546433,0.0146938,0.371875,41.1104869,309.0-075.0
12,16,0.34062638,63.6119288  0.0292499  0.2996996 42.3300064,280,63.6119288,0.0292499,0.2996996,42.3300064,309.0-077.0
14,10,0.3731424,58.9871652  0.1468378  0.3593147 22.5325663,322,58.9871652,0.1468378,0.3593147,22.5325663,309.0-083.0
15,13,0.55392621,60.625      0.18125    0.31875   50.5208333,349,60.625,0.18125,0.31875,50.5208333,309.0-087.0
16,18,0.75864564,23.0966892  0.0050044  0.2690056 97.7370942,378,23.0966892,0.0050044,0.2690056,97.7370942,309.0-089.0
8,31,0.57967847,65.06405    0.140625   0.265625  45.8479057,199,65.06405,0.140625,0.265625,45.8479057,309.0-091.0
5,16,0.39065563,70.         0.146875   0.15      99.8879195,112,70,0.146875,0.15,99.8879195,309.0-093.0
15,31,0.44474984,65.9041423  0.0008077  0.3999271  7.3568565,367,65.9041423,0.0008077,0.3999271,7.3568565,309.0-117.0
16,11,0.65264536,68.2064053  0.0000765  0.3978504  7.62864  ,371,68.2064053,7.65e-05,0.3978504,7.62864,309.0-119.0
7,5,0.15299915,69.8941794  0.0624046  0.3109248 46.9936408,149,69.8941794,0.0624046,0.3109248,46.9936408,311.0-077.0
12,26,0.39424734,67.5159603  0.0500676  0.3388425 70.5520064,290,67.5159603,0.0500676,0.3388425,70.5520064,311.0-079.0
10,11,0.73342269,69.9152676  0.0988202  0.1499904 97.1138109,227,69.9152676,0.0988202,0.1499904,97.1138109,311.0-081.0
15,23,0.61565145,50.9511413  0.1177612  0.2559239 96.7929213,359,50.9511413,0.1177612,0.2559239,96.7929213,311.0-083.0
13,18,0.86601103,66.875      0.18125    0.325     57.6801135,306,66.875,0.18125,0.325,57.6801135,311.0-087.0
16,1,0.94547889,69.7943957  0.1582831  0.2578466 73.3561539,361,69.7943957,0.1582831,0.2578466,73.3561539,311.0-089.0
12,29,0.10276955,58.9090816  0.1165766  0.2777356 47.6936145,293,58.9090816,0.1165766,0.2777356,47.6936145,311.0-121.0
6,25,1.2939564,62.7464131  0.0168372  0.3937099 78.9119866,145,62.7464131,0.0168372,0.3937099,78.9119866,313.0-057.0
4,20,0.12451826,69.7348353  0.0646487  0.25362   16.0477417,92,69.7348353,0.0646487,0.25362,16.0477417,313.0-077.0
13,2,0.1471018,53.9040982  0.0162911  0.2421842 99.681329 ,290,53.9040982,0.0162911,0.2421842,99.681329,313.0-079.0
12,14,0.21965438,67.6485486  0.18125    0.321459  99.9366087,278,67.6485486,0.18125,0.321459,99.9366087,313.0-085.0
12,1,1.091078,69.9667169  0.175      0.1170163 83.058236 ,265,69.9667169,0.175,0.1170163,83.058236,313.0-087.0
15,1,1.016084,68.6139406  0.1649194  0.3730473 96.984804 ,337,68.6139406,0.1649194,0.3730473,96.984804,313.0-089.0
9,22,0.83975891,56.5628916  0.0135717  0.3714459 39.4901695,214,56.5628916,0.0135717,0.3714459,39.4901695,315.0-057.0
14,31,0.083356496,69.0478958  0.0004435  0.3947592 20.8852814,343,69.0478958,0.0004435,0.3947592,20.8852814,315.0-075.0
8,19,0.10561759,65.2612768  0.025      0.3780707 59.318321 ,187,65.2612768,0.025,0.3780707,59.318321,315.0-077.0
16,3,0.28251952,55.0411982  0.003125   0.1198279 18.938176 ,363,55.0411982,0.003125,0.1198279,18.938176,315.0-079.0
15,3,0.70218294,69.9486357  0.16875    0.3067591 76.5706893,339,69.9486357,0.16875,0.3067591,76.5706893,315.0-083.0
13,4,0.63943934,69.8837428  0.19375    0.3954051 83.9589731,292,69.8837428,0.19375,0.3954051,83.9589731,315.0-085.0
14,28,0.56059349,63.1672191  0.15625    0.2       94.6409957,340,63.1672191,0.15625,0.2,94.6409957,315.0-087.0
15,12,0.41391793,65.3942243  0.1507983  0.3373    99.9911045,348,65.3942243,0.1507983,0.3373,99.9911045,315.0-089.0
15,20,1.02801,29.073782   0.0102261  0.1411465 98.1104263,356,29.073782,0.0102261,0.1411465,98.1104263,315.0-097.0
12,27,0.85690058,69.5349468  0.0154685  0.3190506 96.5482215,291,69.5349468,0.0154685,0.3190506,96.5482215,317.0-055.0
4,19,0.6686197,57.9816942  0.0042366  0.1834389 45.3115844,91,57.9816942,0.0042366,0.1834389,45.3115844,317.0-057.0
12,15,0.21953882,69.7636585  0.0009464  0.3917108 42.0014034,279,69.7636585,0.0009464,0.3917108,42.0014034,317.0-073.0
7,20,0.13372275,66.276618   0.0001105  0.3967614 90.4079847,164,66.276618,0.0001105,0.3967614,90.4079847,317.0-075.0
12,7,0.18829832,65.8566845  0.0014982  0.14348   44.3526326,271,65.8566845,0.0014982,0.14348,44.3526326,317.0-077.0
5,10,0.28697309,68.9583333  0.0287541  0.196875  33.4796744,106,68.9583333,0.0287541,0.196875,33.4796744,317.0-079.0
15,25,0.60691447,68.8201533  0.125      0.3875    59.3977958,361,68.8201533,0.125,0.3875,59.3977958,317.0-081.0
9,14,0.72046537,56.4177781  0.14375    0.1358535 98.5098059,206,56.4177781,0.14375,0.1358535,98.5098059,317.0-083.0
12,30,0.79537203,69.9933861  0.2375     0.3160286 93.2197855,294,69.9933861,0.2375,0.3160286,93.2197855,317.0-085.0
6,2,0.90596834,69.6932233  0.19375    0.399416  99.4992786,122,69.6932233,0.19375,0.399416,99.4992786,317.0-087.0
6,19,0.97484857,69.0651024  0.1396902  0.146875  81.2568902,139,69.0651024,0.1396902,0.146875,81.2568902,317.0-089.0
4,2,1.4978095,67.2451738  0.0022758  0.2412018 99.7789211,74,67.2451738,0.0022758,0.2412018,99.7789211,319.0-055.0
5,26,0.91194248,69.8349644  0.0019037  0.3980902 97.9182736,122,69.8349644,0.0019037,0.3980902,97.9182736,319.0-057.0
5,11,0.025852788,69.5367798  0.0302905  0.3977109 74.9012075,107,69.5367798,0.0302905,0.3977109,74.9012075,319.0-073.0
16,9,0.66186547,59.2761253  0.1361445  0.3481903 91.6074512,369,59.2761253,0.1361445,0.3481903,91.6074512,319.0-081.0
11,21,0.5823385,60.7211105  0.25625    0.396875  94.3611826,261,60.7211105,0.25625,0.396875,94.3611826,319.0-083.0
8,10,0.42730961,67.8248599  0.2790341  0.3813296 99.9597243,178,67.8248599,0.2790341,0.3813296,99.9597243,319.0-085.0
14,28,0.93977589,67.8363414  0.1109011  0.1047344 88.1882239,340,67.8363414,0.1109011,0.1047344,88.1882239,319.0-087.0
12,11,1.1161433,51.88919    0.078125   0.159375  99.8349115,275,51.88919,0.078125,0.159375,99.8349115,319.0-089.0
15,13,1.7137832,66.4597342  0.0356866  0.1009228 95.629628 ,349,66.4597342,0.0356866,0.1009228,95.629628,319.0-099.0
4,26,0.17265355,45.7478697  0.0246623  0.3491285 96.0278305,98,45.7478697,0.0246623,0.3491285,96.0278305,321.0-073.0
9,19,0.088050804,60.9353487  0.0015936  0.3948079 34.8490302,211,60.9353487,0.0015936,0.3948079,34.8490302,321.0-075.0
15,1,0.30363842,61.7760935  0.0134723  0.1933037 62.0630097,337,61.7760935,0.0134723,0.1933037,62.0630097,321.0-077.0
12,27,0.39130178,62.0892121  0.0024227  0.1149641 27.6044968,291,62.0892121,0.0024227,0.1149641,27.6044968,321.0-079.0
15,10,0.45346308,68.0516643  0.1598656  0.1590532 75.2513506,346,68.0516643,0.1598656,0.1590532,75.2513506,321.0-081.0
15,9,0.22454275,66.7357177  0.203125   0.365756  99.9074062,345,66.7357177,0.203125,0.365756,99.9074062,321.0-083.0
13,22,0.41379446,52.7301664  0.0951971  0.2962682 99.7688114,310,52.7301664,0.0951971,0.2962682,99.7688114,321.0-087.0
8,26,0.32135033,63.4703263  0.0005422  0.1124867 91.7805459,194,63.4703263,0.0005422,0.1124867,91.7805459,323.0-075.0
13,17,0.5527873,61.888501   0.0007586  0.3214261 82.6031345,305,61.888501,0.0007586,0.3214261,82.6031345,323.0-077.0
12,19,0.48483098,54.6487675  0.0007905  0.1260681 53.6142456,283,54.6487675,0.0007905,0.1260681,53.6142456,323.0-079.0
16,5,0.37945147,69.6771539  0.228125   0.3922181 99.8737323,365,69.6771539,0.228125,0.3922181,99.8737323,323.0-081.0
15,30,0.35780585,48.2927762  0.2562481  0.3242833 72.6887475,366,48.2927762,0.2562481,0.3242833,72.6887475,323.0-083.0
16,11,0.83544019,58.6716665  0.11875    0.2211813 87.9751942,371,58.6716665,0.11875,0.2211813,87.9751942,323.0-087.0
15,19,0.68323138,69.9762231  0.001841   0.3976236 17.3914022,355,69.9762231,0.001841,0.3976236,17.3914022,325.0-051.0
14,29,2.011061,68.5862915  0.0009631  0.1112768 73.9456065,341,68.5862915,0.0009631,0.1112768,73.9456065,325.0-071.0
16,7,1.1773437,69.8648111  0.0000036  0.2440184 59.9682156,367,69.8648111,3.6e-06,0.2440184,59.9682156,325.0-073.0
14,19,0.23498719,61.7899372  0.0002733  0.3793083 58.5370014,331,61.7899372,0.0002733,0.3793083,58.5370014,325.0-075.0
14,9,0.44977883,63.4538198  0.1021779  0.3980863 52.8344281,321,63.4538198,0.1021779,0.3980863,52.8344281,325.0-081.0
11,15,0.71608357,45.5208333  0.228125   0.3387062 26.0671876,255,45.5208333,0.228125,0.3387062,26.0671876,325.0-083.0
16,2,0.49830354,64.8073757  0.1338668  0.3371024 79.5697808,362,64.8073757,0.1338668,0.3371024,79.5697808,325.0-085.0
8,0,0.74633623,59.5921625  0.1089113  0.19375   45.9594698,168,59.5921625,0.1089113,0.19375,45.9594698,325.0-087.0
12,5,0.39950502,57.5        0.103125   0.101416  49.4759404,269,57.5,0.103125,0.101416,49.4759404,325.0-103.0
15,4,0.6555067,66.8866827  0.0013007  0.373181  12.5517499,340,66.8866827,0.0013007,0.373181,12.5517499,327.0-051.0
14,3,1.5448598,68.1337707  0.0006064  0.3924006 92.273094 ,315,68.1337707,0.0006064,0.3924006,92.273094,327.0-071.0
11,30,0.74749975,66.4034213  0.0003266  0.193844  34.4943083,270,66.4034213,0.0003266,0.193844,34.4943083,327.0-073.0
9,18,0.74843143,63.75       0.090625   0.1482186 53.1924919,210,63.75,0.090625,0.1482186,53.1924919,327.0-079.0
15,11,0.49430457,69.7744265  0.139455   0.2976665 97.3159848,347,69.7744265,0.139455,0.2976665,97.3159848,327.0-081.0
16,12,0.58543151,30.9375     0.034375   0.234375  47.9412671,372,30.9375,0.034375,0.234375,47.9412671,327.0-083.0
16,18,0.43758897,68.8917557  0.1275846  0.3771805 95.3497024,378,68.8917557,0.1275846,0.3771805,95.3497024,327.0-085.0
7,15,0.61198254,69.9830701  0.1        0.34375   88.9378816,159,69.9830701,0.1,0.34375,88.9378816,327.0-087.0
11,22,1.2005349,66.5687755  0.0032836  0.2932419 51.2748755,262,66.5687755,0.0032836,0.2932419,51.2748755,329.0-053.0
10,11,1.1007483,69.8823842  0.0003675  0.2424552 34.1298909,227,69.8823842,0.0003675,0.2424552,34.1298909,329.0-067.0
10,15,1.0752829,66.5773274  0.0007814  0.2773021 40.2105138,231,66.5773274,0.0007814,0.2773021,40.2105138,329.0-069.0
15,7,0.25634305,67.940887   0.0009208  0.2755393 21.6455286,343,67.940887,0.0009208,0.2755393,21.6455286,329.0-071.0
8,13,0.60113303,60.6579147  0.084375   0.23125   36.4486214,181,60.6579147,0.084375,0.23125,36.4486214,329.0-079.0
14,16,0.50790926,66.9002244  0.125031   0.3433146 75.8732337,328,66.9002244,0.125031,0.3433146,75.8732337,329.0-081.0
14,30,0.38923307,70.         0.13125    0.2212169 58.4774347,342,70,0.13125,0.2212169,58.4774347,329.0-083.0
8,13,0.49768162,61.3728322  0.1272978  0.3984631 20.2232866,181,61.3728322,0.1272978,0.3984631,20.2232866,329.0-085.0
14,14,0.52702587,64.7668372  0.1125     0.33125   96.5323971,326,64.7668372,0.1125,0.33125,96.5323971,329.0-089.0
16,19,1.2215572,69.962789   0.0012391  0.3418183 18.7657364,379,69.962789,0.0012391,0.3418183,18.7657364,331.0-053.0
7,27,0.97536706,69.9316957  0.0094445  0.168849  24.7653163,171,69.9316957,0.0094445,0.168849,24.7653163,331.0-055.0
10,14,0.9666197,69.6857616  0.0012484  0.1155895 91.3646397,230,69.6857616,0.0012484,0.1155895,91.3646397,331.0-057.0
8,27,1.2735064,36.663766   0.0006111  0.219026  86.6394031,195,36.663766,0.0006111,0.219026,86.6394031,331.0-065.0
8,15,0.98900706,64.2872479  0.0011404  0.3780411 52.3916144,183,64.2872479,0.0011404,0.3780411,52.3916144,331.0-067.0
16,10,0.5688776,56.9791667  0.090625   0.3173047 39.6097962,370,56.9791667,0.090625,0.3173047,39.6097962,331.0-079.0
13,30,0.40371755,61.0212103  0.121875   0.332732  93.2713192,318,61.0212103,0.121875,0.332732,93.2713192,331.0-081.0
6,21,0.36965656,69.8135715  0.115625   0.1563983 90.1885665,141,69.8135715,0.115625,0.1563983,90.1885665,331.0-083.0
15,0,0.42965793,53.8541667  0.115625   0.18125   99.6741691,336,53.8541667,0.115625,0.18125,99.6741691,331.0-085.0
11,31,0.73379203,45.4441119  0.0755375  0.3687368 35.8443159,271,45.4441119,0.0755375,0.3687368,35.8443159,331.0-087.0
16,10,0.77745498,33.5416667  0.046875   0.1963798 84.95113  ,370,33.5416667,0.046875,0.1963798,84.95113,331.0-097.0
7,6,0.37779887,69.9840773  0.0000564  0.3728069 12.7247441,150,69.9840773,5.64e-05,0.3728069,12.7247441,333.0-057.0
15,23,0.46767248,63.8545156  0.00052    0.2945207 13.5762473,359,63.8545156,0.00052,0.2945207,13.5762473,333.0-059.0
