lon,lat,lonr,latr,age,AGB,BGB,GPP,NPP,gf_flag,Igrid
110.566666666667,19.9333333333333,111,19,6,-0.910673331856063,,,,,291.0-109.0
110.566666666667,19.9333333333333,111,19,11,-0.860165183931398,,,,,291.0-109.0
110.566666666667,19.9333333333333,111,19,6,-0.88973200059127,,,,,291.0-109.0
110.566666666667,19.9333333333333,111,19,11,-1.01669797406383,,,,,291.0-109.0
110.566666666667,19.9333333333333,111,19,11,-0.8111727197731,,,,,291.0-109.0
110.616666666667,19.8833333333333,111,19,50,0.793035765123238,1.78395121927267,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,2.26572390310412,0.930096768067561,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,1.55568829678305,0.569318394155053,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,1.80012342322102,1.00750745214876,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,0.123184083970416,-0.124410481140276,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,0.102169531267635,0.82976268180859,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,1.12888785689021,0.447752102391386,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,0.206934764741991,0.149148267987196,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,1.30926886937558,0.554343616340735,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,0.824132909837076,0.111542203784093,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,-0.638738521479444,-0.570981532644914,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,-0.663050327061658,-0.549865596911493,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,0.0899177541561606,0.0823873184103628,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,1.26744478399639,0.381241949593913,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,0.397251926362447,0.528775797546884,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,5.80380575315371,3.06386423597097,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,2.72182024033627,1.43648717553182,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,5.47143167969121,2.46405827409214,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,3.13981214123906,1.35780040668821,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,4.88102525875622,3.2199924379262,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,4.79062607141527,2.53996225568278,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,3.25226562570224,1.69786930861315,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,1.14987312101779,0.492430443590983,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,5.5479187938143,2.53225962356269,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,1.58593607281622,0.367374136874698,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,3.25157734418515,1.50418116600045,,,,291.0-109.0
110.805916666667,19.6103898148148,111,19,50,0.646065694792145,-0.0941841842378648,,,,291.0-109.0
