lon,lat,lonr,latr,age,AGB,BGB,GPP,NPP,gf_flag,Igrid
,,-79,21,49,48.8787443507445,12.9245604795457,4.61242874561234,0.98663455496546,,101.0-111.0
,,-79,23,50,47.9387327362098,12.3093019870582,4.88004358670793,1.02721759849712,,101.0-113.0
,,-79,25,50,35.3644520645243,8.31648101410045,2.13909458113456,1.12596804676059,,101.0-115.0
,,-79,27,50,55.7424758928408,15.0135604071019,1.86984386677535,0.983674583588287,,101.0-117.0
,,-77,7,50,78.8870963949023,24.4965245283408,6.35195947115528,2.064472677351,,103.0-097.0
,,-77,9,48,92.2576312279955,32.8718736919463,5.5484408687542,1.05882481492937,,103.0-099.0
,,-77,17,50,58.1995982981275,16.6437615874479,5.98647933146375,1.47819462369178,,103.0-107.0
,,-77,19,49,68.3644333319995,21.6306737491083,5.77084638231972,1.71035110688822,,103.0-109.0
,,-77,21,50,50.2110611718614,13.2141120605634,4.57714563978138,1.2023035555285,,103.0-111.0
,,-77,23,50,34.6822119319822,8.09576505684316,2.2706720940461,1.13816700279788,,103.0-113.0
,,-77,25,50,34.3758081650528,8.06941498292639,2.44093609942316,1.13133851645628,,103.0-115.0
,,-77,27,50,54.9038085958979,14.8530783035212,2.46781028505321,1.26179391205382,,103.0-117.0
,,-75,9,49,191.1363753894,78.4399840639998,5.5893728068088,0.707048462342987,,105.0-099.0
,,-75,11,48,114.07915904448,39.9727454573511,5.14012604752816,0.956314181105527,,105.0-101.0
,,-75,19,49,60.4603805168246,17.3292741422808,3.46161660852548,1.48183187271335,,105.0-109.0
,,-75,21,50,57.9031844789326,16.13000413095,5.50601102974856,1.75916309899698,,105.0-111.0
,,-75,23,50,25.4283595889199,5.45002752354958,3.5315374258389,1.50234579268769,,105.0-113.0
,,-75,25,50,28.3749721448589,6.20341338616502,4.54393848347507,1.59732596628813,,105.0-115.0
,,-73,9,50,57.2611948082089,15.5731708641604,7.29411329137357,2.02319141058867,,107.0-099.0
,,-73,11,50,59.87772160833,16.6904713008277,5.60876903918,1.9953194750455,,107.0-101.0
,,-73,19,49,57.8002218347529,15.9991666147592,4.93832522939693,1.67039405893743,,107.0-109.0
,,-73,21,50,14.7347520065645,2.63212669826605,2.35799451014063,1.2261312102408,,107.0-111.0
,,-73,23,49,17.1689983235143,3.2443240437573,2.31330184222957,1.19037211987614,,107.0-113.0
,,-71,9,46,50.9813206945424,14.7577868424207,5.67870332822314,1.07134216903219,,109.0-099.0
,,-71,11,50,87.9999979739136,28.708632771584,4.86183342573936,0.655993343584171,,109.0-101.0
,,-71,13,50,34.5191159682482,8.18456871627695,1.62599755865998,0.77479955823371,,109.0-103.0
,,-71,17,50,86.4511649372661,27.8007291165598,7.38995222330155,1.96108492093386,,109.0-107.0
,,-71,21,49,13.2076334663874,2.29425467705859,2.14644300582997,1.17516322370001,,109.0-111.0
,,-69,11,50,30.9790264806125,7.06178474182484,4.62964195873467,1.94346779974714,,111.0-101.0
,,-69,13,50,30.086378643264,6.73232183131508,3.64724642142527,1.93603201477605,,111.0-103.0
,,-67,11,50,37.871721024167,9.27490846572937,5.89090239558644,2.08757214210153,,113.0-101.0
,,-65,11,47,37.9891489064439,9.27024527416939,6.05956170411562,1.95027062706271,,115.0-101.0
,,-65,17,47,69.6724771621549,20.8376159765554,6.01759800120617,2.37248384595503,,115.0-107.0
,,-65,19,50,93.9173486649389,30.1425204593246,7.83795165635791,2.51181927421293,,115.0-109.0
,,-65,33,50,25.2989768469087,5.2639101553518,3.9851095890411,2.29269863013699,,115.0-123.0
,,-63,9,49,120.094760015868,43.8451091604102,7.17692525013681,1.84819791462426,,117.0-099.0
,,-63,11,50,87.8572743209493,28.4936693214617,7.28801584973959,1.50502608434175,,117.0-101.0
,,-63,17,50,50.7400550023879,13.5036809916483,5.21157260273973,2.74504109589041,,117.0-107.0
,,-63,19,47,52.8501001720019,13.9009517215191,3.42479452054795,1.92068493150685,,117.0-109.0
,,-61,9,47,166.200323262834,65.8579852712352,7.62157990729147,1.73794340354421,,119.0-099.0
,,-61,11,49,116.51702839091,40.3184709189168,7.201317964945,1.85882531022785,,119.0-101.0
,,-61,13,49,74.670997473783,23.0837477888204,6.42389382307191,2.34435646545236,,119.0-103.0
,,-61,15,49,66.4648003605254,19.8478437266794,7.64675089930248,2.9391064627977,,119.0-105.0
,,-61,17,49,60.2816473631508,16.8985670571453,7.68361639169606,2.9722055844373,,119.0-107.0
,,-59,7,44,129.525959229146,50.9188376879134,7.47008304578664,1.07956200804398,,121.0-097.0
,,-59,9,48,156.079375433718,60.7722445156144,7.96478792289589,1.93273459074152,,121.0-099.0
,,-59,13,41,80.2795446064841,24.1289482136575,3.52821917808219,1.99890410958904,,121.0-103.0
,,-57,5,43,105.425692794236,36.7372499178042,6.95575057308336,1.73784277029047,,123.0-095.0
,,-57,7,42,70.3163313375982,21.3737763734558,5.76778761495055,1.46413131891527,,123.0-097.0
,,-55,5,43,146.272436204102,56.8305559336927,8.18620364732192,2.54486082672058,,125.0-095.0
,,-55,7,13,16.4754613611669,3.00662673424103,5.06044583341985,1.60662062780601,,125.0-097.0
,,-51,-1,38,25.6582911013375,5.39349863643881,5.91305692541857,0.306682496194825,,129.0-089.0
,,-51,1,46,57.1921392572776,16.1125935883624,7.41616960064304,1.9916747437905,,129.0-091.0
,,-51,3,50,53.4086707842777,14.6930407020821,7.15206740251249,1.7132844689905,,129.0-093.0
,,-51,5,44,98.8851846891471,34.508893304967,7.88177270317775,1.86036691962168,,129.0-095.0
,,-49,-1,43,104.699854501186,40.5995476768416,6.80317122395863,1.7294649562854,,131.0-089.0
,,-49,1,34,61.7183267999557,18.2159951534138,7.12618945923271,1.2542181562486,,131.0-091.0
,,-47,-25,49,79.6911064887832,24.2941168251535,7.72965278531918,4.23042147377058,,133.0-065.0
,,-47,-23,50,86.7828344900072,27.1388295606605,7.89995564666492,3.94517750212592,,133.0-067.0
,,-47,-1,50,143.037521209673,52.6999367467113,6.99112572213681,1.27369495459483,,133.0-089.0
,,-45,-23,50,77.9339837969519,23.4581866437582,8.28459463671006,4.2260183309487,,135.0-067.0
,,-45,-3,49,124.646103871628,43.6800263077361,6.17405700985204,1.3522773469145,,135.0-087.0
,,-45,-1,49,105.449689541567,35.145075175442,6.43149048706834,1.17504783568962,,135.0-089.0
,,-43,-3,49,113.178135931647,39.0479721942791,5.90274405007299,1.64706824913179,,137.0-087.0
,,-41,-23,50,72.1564878325091,20.9450955441113,5.93541412012645,3.50831822971549,,139.0-067.0
,,-41,-21,49,38.8384143082904,9.46961571742712,7.6309343118984,3.5143087283137,,139.0-069.0
,,-39,-19,49,49.5032268111176,12.916519098231,6.59108950379938,2.55492525057675,,141.0-071.0
,,-39,-17,50,44.4496904286939,11.3501678672275,6.72079103768383,2.60631087353445,,141.0-073.0
,,-39,-15,50,57.3651192197513,15.7271034936514,8.27933848528142,3.01186308627921,,141.0-075.0
,,-39,-13,49,54.6760816957171,14.8089731779421,7.18844994601215,2.79810456408723,,141.0-077.0
,,-39,-5,46,91.5971279429191,29.652597830103,3.34597758405978,1.85449564134496,,141.0-085.0
,,-39,-3,48,121.674488512351,42.6127492151173,5.87693167544784,2.70332754478398,,141.0-087.0
,,-37,-13,49,41.2103977004283,10.3525073024175,7.54908610351754,2.89966017731193,,143.0-077.0
,,-37,-11,50,102.417753690451,34.3424218769448,6.47100858609716,2.65845217646469,,143.0-079.0
,,-37,-9,50,41.2387583119319,10.3603107800829,10.106612223393,4.4590990516333,,143.0-081.0
,,-35,-9,49,41.2116583798146,10.5754639171111,7.66444867472078,2.75927535089866,,145.0-081.0
,,-17,11,50,95.437225914426,30.5422891961519,3.66053097539158,1.10402278135396,,163.0-101.0
,,-17,13,49,87.7860450787583,28.0588171842448,2.11071808634743,0.718563072553444,,163.0-103.0
,,-17,15,47,45.6234926008942,11.9800142068194,1.6493223626407,0.566872357943714,,163.0-105.0
,,-17,17,45,53.035617348929,14.5636254881719,0.987319382581169,0.345328178838558,,163.0-107.0
,,-17,19,20,19.9657901510675,3.79940124022195,0.440821917808219,0.238356164383562,,163.0-109.0
,,-15,9,50,64.6924836911455,18.1882768340632,5.06044583341985,1.60662062780601,,165.0-099.0
,,-15,11,49,112.965939138129,38.8862173932191,3.02440462379627,0.857508719074493,,165.0-101.0
,,-15,13,49,90.3397433719128,28.6590524474261,1.87786952078776,0.401885684686052,,165.0-103.0
,,-13,7,50,125.674217132214,44.2103926324767,4.83407391595967,0.957433633282021,,167.0-097.0
,,-13,9,50,95.9608382298462,32.115313759664,3.68424774692608,0.936850720639266,,167.0-099.0
,,-13,11,50,115.140208260092,39.023354638894,3.65837423429482,0.958176167015102,,167.0-101.0
,,-11,5,50,98.9812669843629,32.2640962407408,4.36991049319612,1.46794293373316,,169.0-095.0
,,-11,7,49,96.9180696600947,31.8518475350315,3.91210389571268,1.20632407539895,,169.0-097.0
,,-9,5,50,82.5038575089788,25.1710487842369,4.94700697813196,1.53621872887458,,171.0-095.0
,,-7,5,50,77.9139143164949,23.316251185103,5.22504066319858,1.647024620821,,173.0-095.0
,,-5,5,49,61.0645748888973,17.0458371471305,5.06545215896661,1.8932536069587,,175.0-095.0
,,-3,5,50,102.444534829182,33.2546198775434,5.55735960598553,2.02945453997756,,177.0-095.0
,,-1,5,48,67.8174666298171,19.5000581562736,3.48466846963372,1.43971720853666,,179.0-095.0
,,1,5,40,53.0219046171586,13.989961572908,2.61236396218952,1.1708516813947,,181.0-095.0
,,1,7,44,56.1377145241164,15.1083047386393,3.3609422183153,1.25585769052328,,181.0-097.0
,,3,7,49,97.7827786799717,31.8713751157761,3.92256157911217,0.849586172272825,,183.0-097.0
,,5,5,50,127.999985674099,45.1066194938213,3.31250777403625,0.82919729406405,,185.0-095.0
,,5,7,48,138.53382194367,49.5212132206678,3.49787387454602,1.08949572733837,,185.0-097.0
,,7,1,50,68.8486188378009,19.6109961463288,6.08463216641299,2.43054287163876,,187.0-091.0
,,7,5,50,100.453176898102,32.7315664638492,3.19153340184691,0.626247680588698,,187.0-095.0
,,9,-3,49,92.9465214942632,29.8789224136642,4.96422494592646,2.0498774333093,,189.0-087.0
,,9,-1,50,104.724415969646,34.7474108402384,4.40878285582457,1.33877714193078,,189.0-089.0
,,9,1,50,152.326304583206,56.7464589755559,4.71186762921186,1.30270866042629,,189.0-091.0
,,9,3,50,153.9817196257,57.3358585094375,3.92820424973496,0.853680751349441,,189.0-093.0
,,9,5,50,184.402619020068,72.8447176494855,3.71086802541901,0.653189086718557,,189.0-095.0
,,11,-5,50,68.0861736085883,19.4497327654594,4.53813936052233,1.8197925680636,,191.0-085.0
,,11,-3,49,73.5591813631422,22.3887729774875,4.70487283487666,2.00379088968819,,191.0-087.0
,,13,-11,50,57.1448340771714,15.551082893488,4.73835659335945,1.87102110561386,,193.0-079.0
,,13,-9,50,102.595980289995,33.570837395784,6.86118918092242,2.65954683096284,,193.0-081.0
,,13,-7,50,68.5418333009502,20.1206930851595,4.52466906122934,1.55359464176218,,193.0-083.0
,,13,-5,50,62.8919369476135,17.6266269398696,5.17886497268779,1.91600123214057,,193.0-085.0
